repo,sha,author,datetime,message,date,time
rstats-db/bigrquery,04683b8cf7ed90d5a79efb8a167ec8f9c0c2b83b,hadley,2017-04-21T20:45:57Z,Don't need explicit slashes?,2017-04-21,2016-01-01T21:45:00Z
rstats-db/bigrquery,30bc4a83d14d0d92104840f59beca1a0f6418beb,hadley,2017-04-21T14:05:20Z,Add encrypted service token,2017-04-21,2016-01-01T15:05:00Z
rstats-db/bigrquery,63c066fe7a68c4affcba66e44476b7657d6cbb1e,hadley,2017-04-21T13:37:24Z,Supress roundtrip_numeric_special test,2017-04-21,2016-01-01T14:37:00Z
rstats-db/bigrquery,dc3882a7caa13542c5ade80a844ed9e76371084f,hadley,2017-04-21T13:36:57Z,WS,2017-04-21,2016-01-01T14:36:00Z
rstats-db/bigrquery,32029eae2d174ef025bdff165b66d2ee18a1f405,hadley,2017-04-21T13:36:32Z,Pass on quiet in dbWriteTable,2017-04-21,2016-01-01T14:36:00Z
rstats-db/bigrquery,23136176a92be7d2e41b601531186b964831cd98,hadley,2017-04-21T13:05:26Z,"Simplifying DBI test infrastructre

* Moved tweaks and context to a helper
* Made quiet and page_size connection options",2017-04-21,2016-01-01T14:05:00Z
rstats-db/bigrquery,01c9b52d91359da48e962441117320a0cbca0e33,hadley,2017-04-21T12:52:32Z,Convert null to NA in C,2017-04-21,2016-01-01T13:52:00Z
rstats-db/bigrquery,6291d30d5119b0577884d837efd5b6629a7744fe,hadley,2017-04-20T22:11:52Z,Update docs,2017-04-20,2016-01-01T23:11:00Z
rstats-db/bigrquery,eebf747e260c557689b3599cfa06f427e05e3e5f,hadley,2017-04-20T21:01:07Z,"Supply dbDataType method

Update docs",2017-04-20,2016-01-01T22:01:00Z
rstats-db/bigrquery,9066b13d2f594e4ffc3522126eadbe6734f610ce,hadley,2017-04-20T20:44:08Z,"Set UA

Fixes #151

@craigcitro can you take a quick look please?",2017-04-20,2016-01-01T21:44:00Z
rstats-db/bigrquery,a594893cc107eb4ee629d355fb05742a4232cc4b,hadley,2017-04-20T20:40:10Z,Bunch of dplyr SQL updates,2017-04-20,2016-01-01T21:40:00Z
rstats-db/bigrquery,0a86da1ef9cbb368996b2b65ceca0f005998dbe7,hadley,2017-04-20T19:33:30Z,Add use_legacy_sql argument to connection,2017-04-20,2016-01-01T20:33:00Z
rstats-db/bigrquery,74f5a83ead44f072582fa7396e6a902b7e125177,hadley,2017-04-20T16:19:31Z,"Avoid built-time dep on readr funtions

Move hms to suggests",2017-04-20,2016-01-01T17:19:00Z
rstats-db/bigrquery,65438c24f955e567bfa51b436c94669083ed20b8,hadley,2017-04-20T16:07:58Z,Allow travis to pass with missing suggests,2017-04-20,2016-01-01T17:07:00Z
rstats-db/bigrquery,14e7612f7bfd67662cb50f7968c8abb331a9d66e,hadley,2017-04-20T15:58:22Z,"First pass at dplyr conversion

Fixes #48",2017-04-20,2016-01-01T16:58:00Z
hadley/dbplyr,cbd42179fd52bba9cbd3e1f299515061684c8776,hadley,2017-04-20T15:34:50Z,"Export tbl_lazy, lazy_frame and src simulators",2017-04-20,2016-01-01T16:34:00Z
rstats-db/bigrquery,40b72af3193252063e01689a282a2cd196b08544,hadley,2017-04-20T15:22:00Z,Default to quiet if not interactive,2017-04-20,2016-01-01T16:22:00Z
rstats-db/bigrquery,49bfe9cf6274c3372000eeb23f2c77b0799af9b0,hadley,2017-04-20T14:39:29Z,Tweak progress delay,2017-04-20,2016-01-01T15:39:00Z
rstats-db/bigrquery,6a3f532ae88e5c54202d2c8173d38738dcd490c1,hadley,2017-04-20T14:15:29Z,Print bytes billed,2017-04-20,2016-01-01T15:15:00Z
rstats-db/bigrquery,e15f6df37527304c1549a9d9c0a06364481bcd44,hadley,2017-04-20T13:53:59Z,Remove sampledata from projects list,2017-04-20,2016-01-01T14:53:00Z
rstats-db/bigrquery,08b79afcb9675bacd0277c61b81209bbdb76879e,hadley,2017-04-20T13:51:07Z,Streamline data extract,2017-04-20,2016-01-01T14:51:00Z
rstats-db/bigrquery,a1dcd19188463f2e8d41a096dd382cab0d2b4f6e,hadley,2017-04-20T13:07:22Z,Another extraneous browser() :(,2017-04-20,2016-01-01T14:07:00Z
rstats-db/bigrquery,22c68269fc963a23d5e551323271692f4df50f42,hadley,2017-04-20T13:06:32Z,File reorganisation,2017-04-20,2016-01-01T14:06:00Z
rstats-db/bigrquery,16113f923e2421d16c9e499684c9afec38364a96,hadley,2017-04-20T13:05:35Z,Unify progress bars,2017-04-20,2016-01-01T14:05:00Z
rstats-db/bigrquery,8b7dca7eb15b8f079b2c98fdd7bea29f8773dcd1,hadley,2017-04-19T23:04:30Z,"Upload as json instead of csv

Fixes #97. Fixes #45. Fixes #98.",2017-04-19,2016-01-02T00:04:00Z
rstats-db/bigrquery,d4159a507b9be7a840b2e817bb48a1d892f9339b,hadley,2017-04-19T21:46:11Z,"Add progress bar to list_tabledata

Fixes #100",2017-04-19,2016-01-01T22:46:00Z
rstats-db/bigrquery,f4856ab3cb06232209d9051cca73f2f37fe08285,hadley,2017-04-19T20:27:08Z,Code/doc tweaks,2017-04-19,2016-01-01T21:27:00Z
hadley/dbplyr,12ba3cedd551b04b13245ffe7bbc2945c5662ea8,hadley,2017-04-19T19:52:41Z,"Merge pull request #6 from lionel-/api-rlang-update

rlang update",2017-04-19,2016-01-01T20:52:00Z
rstats-db/bigrquery,71e1ffea256e1c1a9829c69c75d89c47d3b7c7fc,hadley,2017-04-19T18:13:26Z,WS,2017-04-19,2016-01-01T19:13:00Z
rstats-db/bigrquery,2bd7c72766895542b29a184ca9fc7bf605833891,hadley,2017-04-19T16:59:08Z,Also pass ... along in query_exec,2017-04-19,2016-01-01T17:59:00Z
rstats-db/bigrquery,690336f99e92405c7a13b5a48c00d031be716fe2,hadley,2017-04-19T16:56:45Z,"Pass ... along to the body of POST requests

Fixes #149",2017-04-19,2016-01-01T17:56:00Z
rstats-db/bigrquery,c0fd1f3289acb8c06899ea531b4d039a87436d24,hadley,2017-04-19T16:42:27Z,Fix partial match issue,2017-04-19,2016-01-01T17:42:00Z
rstats-db/bigrquery,44cf75cc231e5c1293e34eb68b62a156f05f65bd,hadley,2017-04-19T16:19:41Z,"bq_url helper function

Fixes #79",2017-04-19,2016-01-01T17:19:00Z
rstats-db/bigrquery,4dbc2ee9f9696861e494af1a8df2008781ff40b9,hadley,2017-04-19T14:33:37Z,"Paginate list_tables

Fixes #141

And fix a bunch of R CMD check problems :(",2017-04-19,2016-01-01T15:33:00Z
rstats-db/bigrquery,89ee8b987a9460403b018cef3450acc4a4b460b9,hadley,2017-04-19T14:28:34Z,Use camelCase in body,2017-04-19,2016-01-01T15:28:00Z
rstats-db/bigrquery,eddf43668bed4c8549e8189eddda0b526b9cb4b4,hadley,2017-04-19T14:19:27Z,"Paginate list_tables

Fixes #108",2017-04-19,2016-01-01T15:19:00Z
rstats-db/bigrquery,94c75ea59176da2277fb6575e04ee7a77bec7a3d,hadley,2017-04-19T14:10:24Z,Add insert_table,2017-04-19,2016-01-01T15:10:00Z
rstats-db/bigrquery,60b754b53b68257bc81d2009d7fddd9b38d9b474,hadley,2017-04-19T13:31:29Z,Use markdown in roxygen2 docs,2017-04-19,2016-01-01T14:31:00Z
hadley/dbplyr,236aff8047ce937dc230f9a5082a9c5c7af8922b,hadley,2017-04-19T12:02:33Z,"Merge pull request #5 from austenhead/sql_vignette_additions

Sql vignette additions",2017-04-19,2016-01-01T13:02:00Z
rstats-db/bigrquery,cfc4a33cf9467c6d6dab53b7da3802396581b49a,hadley,2017-04-18T19:19:54Z,"Use vapply() instead of lapply() + unlist()

Fixes #104",2017-04-18,2016-01-01T20:19:00Z
rstats-db/bigrquery,a3bb7e23b304ba03a8d84bc66f687678168c8090,hadley,2017-04-18T19:17:30Z,"Remove unneeded line

Fixes #50",2017-04-18,2016-01-01T20:17:00Z
rstats-db/bigrquery,247af041b60a7e4e5f16a5eb30af713309661ec7,hadley,2017-04-18T19:07:36Z,Add new date time types,2017-04-18,2016-01-01T20:07:00Z
rstats-db/bigrquery,0efb9c37c8026e2cf677bdd5f820a69ac3e7fe88,hadley,2017-04-18T19:06:17Z,"Elimiate browser()

OOPS",2017-04-18,2016-01-01T20:06:00Z
rstats-db/bigrquery,8fb832ad4e8e2f4429991d9ddf4ad9d1ee1102f5,hadley,2017-04-18T19:05:36Z,Standardise code style,2017-04-18,2016-01-01T20:05:00Z
rstats-db/bigrquery,8d2bbd91ef740151b09fe489a0c347486fe7fb58,hadley,2017-04-18T18:57:36Z,"Rename useLegacySql to use_legacy_sql

And add news bullet. #124",2017-04-18,2016-01-01T19:57:00Z
rstats-db/bigrquery,8b8599d436fa5b6da5cb90d78924530faa93394c,hadley,2017-04-18T16:05:25Z,"Improve date/time support

Convert date, time, and datetime classes. Use doubles for timestamp.

Fixes #128. Closes #129. Fixes #35",2017-04-18,2016-01-01T17:05:00Z
rstudio/rticles,b99374e63f34f9b94467aed279468eac5d2d3890,hadley,2017-04-18T14:57:39Z,"Add test for asa_article

And refactor test_format",2017-04-18,2016-01-01T15:57:00Z
rstats-db/bigrquery,d88da48b4aa6d48a6fe036f81a07d7d3176f55e2,hadley,2017-04-18T13:51:35Z,No longer need R6,2017-04-18,2016-01-01T14:51:00Z
rstats-db/bigrquery,a18a8e74ed7c1fdb566465f3f750e0de35440d86,hadley,2017-04-18T13:50:29Z,Use standard travis,2017-04-18,2016-01-01T14:50:00Z
hadley/pkgdown,b305b79347bc85837fea569071252e26f4eb37c3,hadley,2017-04-18T13:49:22Z,Tweak articles index title,2017-04-18,2016-01-01T14:49:00Z
tidyverse/dplyr,68bece75ed732b972f8d605e225fcfc276d6016b,hadley,2017-04-18T13:48:59Z,Update articles,2017-04-18,2016-01-01T14:48:00Z
tidyverse/dplyr,6df64c13ec4d36b37d2ab8d1161a1e176cb9ca21,hadley,2017-04-18T13:47:39Z,Update revdeps email,2017-04-18,2016-01-01T14:47:00Z
rstats-db/bigrquery,9b172c6284bfefc3e21766da44795136e014fbee,hadley,2017-04-18T13:01:09Z,"Don't import src_desc

Since it's been removed from dplyr 0.6.0",2017-04-18,2016-01-01T14:01:00Z
rstats-db/bigrquery,631c1ec645467cade1a8e7c4b5f4509996204a2a,hadley,2017-04-18T12:57:25Z,Update documentation,2017-04-18,2016-01-01T13:57:00Z
tidyverse/tidyverse,dbaa9f94a94681041a2b0fdc4f5124ca7593ef26,hadley,2017-04-18T12:16:24Z,Bit more context for print method,2017-04-18,2016-01-01T13:16:00Z
tidyverse/tidyverse,b6a594a29cafc09d29fc5009cb4d0503d9d4501f,hadley,2017-04-18T12:13:07Z,Tweak conflicts messages,2017-04-18,2016-01-01T13:13:00Z
tidyverse/tidyverse,46d47afbb6230005bb724ea9a99b3e4df9c24293,hadley,2017-04-18T11:57:29Z,Quality packageVersion,2017-04-18,2016-01-01T12:57:00Z
hadley/dbplyr,9edc3a26fd316627f536c922078551b2de2f3fbf,hadley,2017-04-18T11:51:49Z,Pull API update,2017-04-18,2016-01-01T12:51:00Z
tidyverse/dplyr,f3f7bf05a60c1fe94bd924fc212bee45be540acb,hadley,2017-04-18T11:50:49Z,"Tidy eval based implementation of pull

cc @lionel",2017-04-18,2016-01-01T12:50:00Z
tidyverse/tidyverse,40fc3c6e7977766f591b4bcd4d1f0a877effe4a2,hadley,2017-04-17T22:53:49Z,Add bullets back,2017-04-17,2016-01-01T23:53:00Z
tidyverse/tidyverse,454f6637d0709172009376702ea295bdd50502af,hadley,2017-04-17T22:53:07Z,"Add stringr to core tidyverse

Fixes #56",2017-04-17,2016-01-01T23:53:00Z
tidyverse/tidyverse,e585a418a2d08c360c5a3a7e3a2424985c44848b,hadley,2017-04-17T22:49:19Z,"Cleanly return if no tidyverse packages attached

Fixes #44",2017-04-17,2016-01-01T23:49:00Z
tidyverse/tidyverse,04ea49e70f16140239a964b34f785c6dde4210ba,hadley,2017-04-17T22:47:04Z,"Add reprex to the tidyverse

Fixes #47",2017-04-17,2016-01-01T23:47:00Z
tidyverse/tidyverse,0c828ba43ac431fbbfc90c679e7e235b5df72b12,hadley,2017-04-17T22:41:31Z,"Improve output on attach

Fixes #59",2017-04-17,2016-01-01T23:41:00Z
tidyverse/dplyr,f843ee5fcec9b0431a310d48baa6c88b233f3bb2,hadley,2017-04-17T22:31:24Z,Update docs,2017-04-17,2016-01-01T23:31:00Z
tidyverse/tidyverse,0d4aa3f6677ac51d97940b3c21b0ae844718e268,hadley,2017-04-17T21:35:49Z,Pull out attach code into function,2017-04-17,2016-01-01T22:35:00Z
hadley/dbplyr,946c4ae1135e3c2f9f33c3419aa72b6508a33676,hadley,2017-04-17T21:25:03Z,"Pull now takes bare variable names

Part of tidyverse/dplyr#2677",2017-04-17,2016-01-01T22:25:00Z
tidyverse/dplyr,cba2c102f0486302fdceea323a552ec08ebe0b28,hadley,2017-04-17T21:23:55Z,"Pull should take unquoted variable names

To be compatible with other top level verbs. Fixes #2677

@lionel-: I'd appreciate your thoughts on this implementation",2017-04-17,2016-01-01T22:23:00Z
rstudio/rticles,7e72fc4b2e91307c2c2c2aa1f7f9dcb720267883,hadley,2017-04-17T20:11:10Z,Fix bibliography,2017-04-17,2016-01-01T21:11:00Z
rstudio/rticles,24d40f520767d77d2a1239cba18821a64088d160,hadley,2017-04-17T19:20:16Z,First pass at ASA journal style,2017-04-17,2016-01-01T20:20:00Z
tidyverse/tidyr,41ac9cc27345fed32626a0a6cd92d35e3fd05c30,hadley,2017-04-17T16:12:52Z,Make test robust to dplyr version,2017-04-17,2016-01-01T17:12:00Z
tidyverse/dplyr,89a94d66671a7492fe60121a1dcedf22898f9804,hadley,2017-04-17T14:00:47Z,Add link to compatibility vignette,2017-04-17,2016-01-01T15:00:00Z
tidyverse/dplyr,8091b7be015e7c9ce00a21479777f06897d695a5,hadley,2017-04-17T13:59:16Z,Update site,2017-04-17,2016-01-01T14:59:00Z
tidyverse/dplyr,dcf83b2958c324b6581257824f867d90532c86a3,hadley,2017-04-17T13:57:24Z,Update intro vignette,2017-04-17,2016-01-01T14:57:00Z
tidyverse/dplyr,5b7ec40b49fe11fff5b01c31d6054536f2222f62,hadley,2017-04-17T13:32:31Z,Add section on dbplyr,2017-04-17,2016-01-01T14:32:00Z
tidyverse/dplyr,917d56de43e1ddd4a5d1d659333f1c658bdf8246,hadley,2017-04-17T13:27:13Z,Start on compatibility wrapper,2017-04-17,2016-01-01T14:27:00Z
tidyverse/dplyr,904ccdcbfdb55d0f12f2bf9dee90c3e134770207,hadley,2017-04-17T13:16:28Z,Re-export ident,2017-04-17,2016-01-01T14:16:00Z
hadley/dbplyr,ab6889527bab200bda3a715ffdaf3b5612ef292d,hadley,2017-04-17T12:32:50Z,"Implement basic glimpse method

Fixes tidyverse/dplyr#2665",2017-04-17,2016-01-01T13:32:00Z
tidyverse/dplyr,f9b678d8efe0b4b3586d078f6afb62ff2e24d876,hadley,2017-04-17T12:26:30Z,"Add missing DBI::

Fixes #2648",2017-04-17,2016-01-01T13:26:00Z
tidyverse/dplyr,947b0c6ba5125c6c8e3abd86c02bae3c38f0ab69,hadley,2017-04-14T17:00:05Z,Update articles,2017-04-14,2016-01-01T18:00:00Z
hadley/babynames,2116528a7c81b13c42f0a69a71e650e2eab1435b,hadley,2017-04-14T16:57:37Z,Prepare for release,2017-04-14,2016-01-01T17:57:00Z
hadley/babynames,c1a45f3844e8eaebccb473b0d18703c934d02975,hadley,2017-04-14T16:56:29Z,More births fixes,2017-04-14,2016-01-01T17:56:00Z
hadley/babynames,118ee84f9db079020b291ef7bbfba31652cafbce,hadley,2017-04-14T16:43:38Z,Description and readme tweaks,2017-04-14,2016-01-01T17:43:00Z
hadley/babynames,88534c490ae0d253fa2dc7253a7ffd4d9a3e9e16,hadley,2017-04-14T16:42:57Z,Run revdep checks,2017-04-14,2016-01-01T17:42:00Z
hadley/babynames,a5eb2d2e1e45c8ef688aba0a26463ce3a07bfdb0,hadley,2017-04-14T16:29:11Z,Update news,2017-04-14,2016-01-01T17:29:00Z
hadley/babynames,a2062157501810a6cd9ccf2c68e25350291d45c1,hadley,2017-04-14T16:28:36Z,Actually save the file #20,2017-04-14,2016-01-01T17:28:00Z
hadley/babynames,ae40741b27dfe07b18b800c09bf487af9f5b54fa,hadley,2017-04-14T16:27:14Z,"Update dates to births data import

Closes #20",2017-04-14,2016-01-01T17:27:00Z
hadley/babynames,281491421ea45ebc189c29990162b24e6a32d3dc,hadley,2017-04-14T16:14:49Z,Merge branch 'master' of github.com:hadley/babynames,2017-04-14,2016-01-01T17:14:00Z
hadley/babynames,e60c69cc5861be284ba68924b3adfe0370f0540d,hadley,2017-04-14T16:13:37Z,"Merge pull request #16 from wharton-data-analytics/upchanges

Update for 2015, fix scripts

Closes #10",2017-04-14,2016-01-01T17:13:00Z
hadley/babynames,83fb6d3814868eae44aedb896f1ee07d5d5092fe,hadley,2017-04-14T16:11:18Z,Import from tibble,2017-04-14,2016-01-01T17:11:00Z
hadley/babynames,28fa6cc1ae3100aa6901d2e0787c149deccecf69,hadley,2017-04-14T16:10:22Z,Update roxygen,2017-04-14,2016-01-01T17:10:00Z
tidyverse/tidyverse,e77d5d66c41ff560711162007780dfedb1adb198,hadley,2017-04-14T12:43:45Z,Update pkgdown,2017-04-14,2016-01-01T13:43:00Z
tidyverse/tidyr,74ed7e4c704ff041e63b9298d7770576fe299af8,hadley,2017-04-14T12:43:03Z,Update pkgdown,2017-04-14,2016-01-01T13:43:00Z
tidyverse/tibble,a90fe9d5ad3a7586cf785941063a285697c6966e,hadley,2017-04-14T12:42:14Z,Update pkgdown,2017-04-14,2016-01-01T13:42:00Z
hadley/pkgdown,8cb02015b7b575e5b299685ef510a086743b145a,hadley,2017-04-14T12:41:48Z,Add missing n,2017-04-14,2016-01-01T13:41:00Z
tidyverse/readxl,599e3067264425e1d6ba3de4568a4f2484b6e7bd,hadley,2017-04-14T12:39:34Z,Update to latest pkgdown,2017-04-14,2016-01-01T13:39:00Z
tidyverse/readr,21b4207be01fc810cc745ec14cd0291d0df71af5,hadley,2017-04-14T12:37:46Z,Update pkgdown again,2017-04-14,2016-01-01T13:37:00Z
tidyverse/purrr,cbc6c2efddb133a8d5b68c39c297dcd5325ce970,hadley,2017-04-14T12:36:08Z,Update pkgdown,2017-04-14,2016-01-01T13:36:00Z
tidyverse/haven,e83d79294447479d97b2273633bf882c4eaa917b,hadley,2017-04-14T12:35:02Z,Update pkgdown,2017-04-14,2016-01-01T13:35:00Z
tidyverse/dplyr,c1a3f9c2f93beb1b2ce6aebd7e88e108dedafd4b,hadley,2017-04-14T12:31:50Z,Update pkgdown,2017-04-14,2016-01-01T13:31:00Z
tidyverse/forcats,714063c2df9626cfd26a163fcef0171718022fcc,hadley,2017-04-14T12:31:26Z,Update pkgdown,2017-04-14,2016-01-01T13:31:00Z
tidyverse/dplyr,ff719f53f88f2f03a298fa0ea489b902527ee2f1,hadley,2017-04-13T22:43:19Z,Bump version for RC,2017-04-13,2016-01-01T23:43:00Z
tidyverse/readr,71ff4c2757686f0f80ebe4c3f25a98d6780bad20,hadley,2017-04-13T20:52:23Z,Update to latest pkgdown/tidytemplate,2017-04-13,2016-01-01T21:52:00Z
tidyverse/tidyr,442b1ac2742cb5c4e38b7c6306448afdf62e2225,hadley,2017-04-13T20:25:18Z,Css tweaks,2017-04-13,2016-01-01T21:25:00Z
tidyverse/tidyr,8ccec2898e7bb675048b64daa328d1f44e4d8d3f,hadley,2017-04-13T19:48:00Z,Tweak navbar and vignette,2017-04-13,2016-01-01T20:48:00Z
tidyverse/tidyr,d0885c8dd9daeb8e8ec6dc0913bc36f6811a8949,hadley,2017-04-13T19:46:49Z,Improve reference index,2017-04-13,2016-01-01T20:46:00Z
tidyverse/tidyr,7152e876b285cb46e5bbccc433a31b9fa2f35c9d,hadley,2017-04-13T18:32:28Z,Tweaks,2017-04-13,2016-01-01T19:32:00Z
tidyverse/tidyr,5fb063dd6b3c7dde737de9fc31c61d4d81c4d2ae,hadley,2017-04-13T18:31:54Z,Update roxygen,2017-04-13,2016-01-01T19:31:00Z
tidyverse/tidyr,b01f3f241e6e77c56efb0465f34856cc37984199,hadley,2017-04-13T18:30:33Z,Update docs,2017-04-13,2016-01-01T19:30:00Z
hadley/pkgdown,ba6469b4267b99bebbfbce8872599a762ab060e6,hadley,2017-04-13T15:48:24Z,Work around for CRAN purrr buglet,2017-04-13,2016-01-01T16:48:00Z
hadley/pkgdown,375e9662945ab50681f1b5cbd4ce8a9fe1491f48,hadley,2017-04-13T14:58:51Z,"Use RStudio mathjax CDN

Fixes #314",2017-04-13,2016-01-01T15:58:00Z
hadley/pkgdown,059030dedbb1c02c33dda259d905f45c2bc76be5,hadley,2017-04-13T14:18:05Z,"\dontrun code is now wrapping not_run()

instead of being commmented out. This means that it'll get syntax highlighting and auto-links.

Fixes #319",2017-04-13,2016-01-01T15:18:00Z
hadley/pkgdown,07a1039d305ed03977114b24042234e1828371d1,hadley,2017-04-13T13:00:55Z,Distinguish linked and unlinked slightly more,2017-04-13,2016-01-01T14:00:00Z
hadley/pkgdown,f367b828df3b44ea99fd80ea3a6eafc10415e753,hadley,2017-04-13T12:54:08Z,Add class to usage pre tag,2017-04-13,2016-01-01T13:54:00Z
hadley/pkgdown,6215190ee49a88b8787b10d2e8a318b53b6af3ae,hadley,2017-04-13T12:29:03Z,More highlighting tweaking,2017-04-13,2016-01-01T13:29:00Z
hadley/pkgdown,30076425740ab2d9c6ca77cbf48368adeafc23de,hadley,2017-04-12T20:57:53Z,Tweaks to syntax highlighting,2017-04-12,2016-01-01T21:57:00Z
tidyverse/dplyr,832b1cb77b6c36cfe24edac49381cd46da2c9491,hadley,2017-04-12T16:22:04Z,Update sql docs,2017-04-12,2016-01-01T17:22:00Z
tidyverse/dplyr,9cea437712f6e99a85d0584e47d9325e955030c0,hadley,2017-04-12T16:21:46Z,Pass ... on in sql,2017-04-12,2016-01-01T17:21:00Z
hadley/dbplyr,1961c5e795d8390cc9fccfc9d8e853672906127c,hadley,2017-04-12T13:42:01Z,"Clarify ident class

It stores unescaped identifiers. cc @krlmlr",2017-04-12,2016-01-01T14:42:00Z
hadley/pkgdown,6ebc354da743ac08ff8027aa38957f0916b19b44,hadley,2017-04-12T13:31:36Z,Correct logic for imputing missing funs,2017-04-12,2016-01-01T14:31:00Z
hadley/pkgdown,10011cf1ce2927b43b390e8adde5dc8a85021e4f,hadley,2017-04-12T13:09:31Z,Fail cleanly if usage doesn't parse,2017-04-12,2016-01-01T14:09:00Z
tidyverse/tibble,71d71a90e6477ca6e459c115964661b8a9e94e58,hadley,2017-04-11T22:10:42Z,Standardise travis,2017-04-11,2016-01-01T23:10:00Z
tidyverse/dplyr,e695510e4a18447dab2119069f00ec57fcc4cf0a,hadley,2017-04-11T21:45:03Z,Update site,2017-04-11,2016-01-01T22:45:00Z
hadley/pkgdown,0241e28d7450be3fb2f87e75ca1430e44df0c343,hadley,2017-04-11T21:39:34Z,Properly fix vignette look up,2017-04-11,2016-01-01T22:39:00Z
hadley/pkgdown,a4a46864b52e303837a05b805ce3321e190cf74e,hadley,2017-04-11T21:31:31Z,Fix vignette linking spec,2017-04-11,2016-01-01T22:31:00Z
tidyverse/dplyr,835672b7bd45797885b7c439efde51d8b6ff775d,hadley,2017-04-11T21:20:13Z,"dbplyr compatibility (#2628)

Generate wrappers to access either dbplyr or dplyr objects.  Also wrap `sql()` and export `check_dbplyr()`. 

Fixes #2620",2017-04-11,2016-01-01T22:20:00Z
hadley/pkgdown,6616155b6c220227c635509b522f2a20042cfd78,hadley,2017-04-11T18:52:33Z,"Only list used functions/objects

Part of #288. Fixes #256.",2017-04-11,2016-01-01T19:52:00Z
tidyverse/tibble,08a20c82d5d25988046e6b479c81262d3a128643,hadley,2017-04-11T18:50:38Z,Update site,2017-04-11,2016-01-01T19:50:00Z
hadley/pkgdown,9c0630959edf3690ba95509235bf13d5c2ac21d7,hadley,2017-04-11T15:34:29Z,"Remove extraneous div

Fixes #289",2017-04-11,2016-01-01T16:34:00Z
hadley/pkgdown,aa6a2ecedccd5949881f258e8b62f71e90d67c57,hadley,2017-04-11T15:15:35Z,"Run rmarkdown::render() in globalenv

Fixes #294",2017-04-11,2016-01-01T16:15:00Z
hadley/pkgdown,36727803dc4eba83b3bad18918e5d761858c72bc,hadley,2017-04-11T13:44:05Z,"Implement clean_site()

Fixes #316",2017-04-11,2016-01-01T14:44:00Z
hadley/pkgdown,8cc8fab9927e48c34d70fa4a597cb3cb9c155107,hadley,2017-04-11T12:50:49Z,Update site,2017-04-11,2016-01-01T13:50:00Z
hadley/pkgdown,6376dbc81f17402ef7bd5bd34b9fca5d62b16666,hadley,2017-04-11T12:34:23Z,"Improve code wrapping

(particularly important for mobile)",2017-04-11,2016-01-01T13:34:00Z
hadley/pkgdown,87c9292c94c00452ad8a3344a08030f2ffe4519d,hadley,2017-04-11T12:30:43Z,Update site,2017-04-11,2016-01-01T13:30:00Z
hadley/pkgdown,b8717a8f926f41bdf31888bf8029d950e854fbf6,hadley,2017-04-11T12:30:21Z,"Vignettes only matched by name

So don't need escaping",2017-04-11,2016-01-01T13:30:00Z
hadley/pkgdown,3995b7b32ad3d372724f39e50724f869acde1bbb,hadley,2017-04-11T12:14:02Z,"Only autolink 1-arg vignette() calls

Fixes #311",2017-04-11,2016-01-01T13:14:00Z
hadley/pkgdown,92d9cd2071edc08aed9be0cebec2de39da4a4672,hadley,2017-04-11T12:07:43Z,Add quiet argument to build_articles,2017-04-11,2016-01-01T13:07:00Z
hadley/pkgdown,fbfb06a131e53ac94064d19809c0812dbe4141fb,hadley,2017-04-11T12:00:48Z,Refactor test,2017-04-11,2016-01-01T13:00:00Z
hadley/pkgdown,a5ebdbb3eed66a58cc34e9caf7cd533fd3abafdd,hadley,2017-04-10T22:54:44Z,"Tweak anchor display

Fixes #308",2017-04-10,2016-01-01T23:54:00Z
tidyverse/tibble,60686e36ec2604d9e0e027490ed43fa720e63de0,hadley,2017-04-10T22:36:58Z,Minor tweaks,2017-04-10,2016-01-01T23:36:00Z
hadley/pkgdown,06836bc0ba8949125a8d9aa776df07b1009859e5,hadley,2017-04-10T22:34:38Z,Simpler fix for mobile #312,2017-04-10,2016-01-01T23:34:00Z
hadley/pkgdown,77a044fe3ed26e4577dde6a20c54c9b0b3b74612,hadley,2017-04-10T22:28:56Z,Make header static on mobile,2017-04-10,2016-01-01T23:28:00Z
tidyverse/tibble,604fd822f800ee1f334631587ad9090a09df8d2f,hadley,2017-04-10T21:51:46Z,Add missing docs,2017-04-10,2016-01-01T22:51:00Z
tidyverse/tidyverse,ff80846d0ea9733af93a178c7ef58c433b3379c0,hadley,2017-04-10T19:21:12Z,Create CNAME,2017-04-10,2016-01-01T20:21:00Z
tidyverse/tidyverse,a5af08c8a1c67625d63b5d7fd8f98aa9d1e82893,hadley,2017-04-10T19:19:25Z,Tweak home page organisation,2017-04-10,2016-01-01T20:19:00Z
tidyverse/tidyverse,de74e915000ea007d40a725e1ede04c137bb37ff,hadley,2017-04-10T19:13:52Z,Add logo,2017-04-10,2016-01-01T20:13:00Z
tidyverse/tidyverse,49e32d51b647ac644c8751e050c96f687f7e91ec,hadley,2017-04-10T19:10:21Z,Basic website,2017-04-10,2016-01-01T20:10:00Z
tidyverse/tidyverse,6a5b6d234bdc22d3597e386cf5a2e59f840234e6,hadley,2017-04-10T19:08:21Z,Test in more versions of R,2017-04-10,2016-01-01T20:08:00Z
tidyverse/tidyverse,41f6e90099666e10381744533a1e052bb251b0aa,hadley,2017-04-10T19:07:49Z,Description tweaks,2017-04-10,2016-01-01T20:07:00Z
