repo,sha,author,datetime,message,date,time
tidyverse/dplyr,7afa9dba75cd0424f0ddef332e8d420e548535a9,hadley,2017-02-22T17:47:30Z,bind_rows/bind_cols doc tweaks,2017-02-22,2016-01-01T17:47:00Z
tidyverse/dplyr,1dd45bb054106ef7d51e53e0bdb1c6f9147cefe7,hadley,2017-02-22T17:42:58Z,"Combine docs + tests

For tally, add_tally, count, and add_count",2017-02-22,2016-01-01T17:42:00Z
hadley/dbplyr,77f681f588dc1dc7f773d0a92a7e8637d333a7d1,hadley,2017-02-22T17:42:58Z,"Combine docs + tests

For tally, add_tally, count, and add_count",2017-02-22,2016-01-01T17:42:00Z
tidyverse/dplyr,1693ef4c1d2d3dcb111c168401c9efaf88423f45,hadley,2017-02-22T12:50:47Z,Weaken error test,2017-02-22,2016-01-01T12:50:00Z
hadley/dbplyr,ae99a4dc6dd3b5c9aaba786a09346ec6103bfd2c,hadley,2017-02-22T12:50:47Z,Weaken error test,2017-02-22,2016-01-01T12:50:00Z
tidyverse/dplyr,81d0a68ba97900c8e5598df91431883506e092b9,hadley,2017-02-22T12:50:40Z,Update docs,2017-02-22,2016-01-01T12:50:00Z
tidyverse/dplyr,9a6726c6d8632301e2e76266c1f9b8a1da77756f,hadley,2017-02-22T12:37:31Z,"Add filter/lag errors for ts objects

Fixes #2219",2017-02-22,2016-01-01T12:37:00Z
hadley/dbplyr,a269086b2041a2b7b6545def2944ddd0bf0d2f6d,hadley,2017-02-22T12:37:31Z,"Add filter/lag errors for ts objects

Fixes #2219",2017-02-22,2016-01-01T12:37:00Z
tidyverse/dplyr,08f3daa141a86c451b347be21f9e01eea242d026,hadley,2017-02-22T12:21:15Z,Update tbl_cube tests,2017-02-22,2016-01-01T12:21:00Z
tidyverse/dplyr,4e569f57fa98f37f84f4ad256a1c382ee4e8b81f,hadley,2017-02-22T12:16:47Z,"Add rbind and cbind methods

Fixes #2138",2017-02-22,2016-01-01T12:16:00Z
hadley/dbplyr,5a57cbd9efab247ba81c9b7d2935925a0331911f,hadley,2017-02-22T12:16:47Z,"Add rbind and cbind methods

Fixes #2138",2017-02-22,2016-01-01T12:16:00Z
tidyverse/dplyr,a3348fd69b54ea5700a1d48712a023ba4c1697d9,hadley,2017-02-21T23:26:08Z,"Add overwrite argument to copy_to

Also improve the documentation a little.

Fixes #2296",2017-02-21,2016-01-01T23:26:00Z
hadley/dbplyr,233a52d4c57e4ca376f4ea4f4dc901e9a25c751f,hadley,2017-02-21T23:26:08Z,"Add overwrite argument to copy_to

Also improve the documentation a little.

Fixes #2296",2017-02-21,2016-01-01T23:26:00Z
tidyverse/dplyr,ae202a14e76a86c8bd3cef58119f81b94395a70e,hadley,2017-02-21T23:01:34Z,"Implement query optimiser

Idea from @hhoeflin. Fixes #1979",2017-02-21,2016-01-01T23:01:00Z
hadley/dbplyr,dd9e25caaa0dcb7b4e6c0ae8c3af61e958517bee,hadley,2017-02-21T23:01:34Z,"Implement query optimiser

Idea from hhoeflin. Fixes #1979",2017-02-21,2016-01-01T23:01:00Z
tidyverse/dplyr,3c29dabcebab3fd920b51afae9aa50460aef1b9c,hadley,2017-02-21T22:45:09Z,Return invisibly from show_query and explain,2017-02-21,2016-01-01T22:45:00Z
hadley/dbplyr,bfee7fee9522e8fac6b92f370d2c06e77f45043c,hadley,2017-02-21T22:45:09Z,Return invisibly from show_query and explain,2017-02-21,2016-01-01T22:45:00Z
tidyverse/dplyr,e9c38bde457c41680d42ad1a430eb70a38bf7dc2,hadley,2017-02-21T20:22:11Z,"Use head in collect

Fixes #2083",2017-02-21,2016-01-01T20:22:00Z
hadley/dbplyr,04bf3ca498278ba3034a0c37641700132648c87a,hadley,2017-02-21T20:22:11Z,"Use head in collect

Fixes #2083",2017-02-21,2016-01-01T20:22:00Z
tidyverse/dplyr,faa14690870e9a9b662358302a14893840e121bb,hadley,2017-02-21T20:15:34Z,"Add op_vars.op_distinct

Fixes #2359",2017-02-21,2016-01-01T20:15:00Z
hadley/dbplyr,c98982c6ba20a2902d11a213c698b5f53d26e536,hadley,2017-02-21T20:15:34Z,"Add op_vars.op_distinct

Fixes #2359",2017-02-21,2016-01-01T20:15:00Z
tidyverse/dplyr,19cff254a9191c2f28a85167a1194a76af93e961,hadley,2017-02-21T19:50:46Z,"Preserve order in compute & collapse

Tweak print method to make it slightly clearer that this isn't quite the same as arrange.

Fixes #2281",2017-02-21,2016-01-01T19:50:00Z
hadley/dbplyr,009a77ffaefaab5235aab33216225de77cff1433,hadley,2017-02-21T19:50:46Z,"Preserve order in compute & collapse

Tweak print method to make it slightly clearer that this isn't quite the same as arrange.

Fixes #2281",2017-02-21,2016-01-01T19:50:00Z
tidyverse/dplyr,e090a1c58235a688904c8ee2cf4b4f4425179231,hadley,2017-02-21T19:34:38Z,"Display sort order of database tables

And fix subtle error in identifier escaping

Fixes #2287",2017-02-21,2016-01-01T19:34:00Z
hadley/dbplyr,7fe3a9d589de7329db6735a568677c3e36e1791f,hadley,2017-02-21T19:34:38Z,"Display sort order of database tables

And fix subtle error in identifier escaping

Fixes #2287",2017-02-21,2016-01-01T19:34:00Z
tidyverse/dplyr,811614f89a992a855bf4fdd66f8a4dfee7d7184b,hadley,2017-02-21T19:08:00Z,"Improve grouped collects

* Teach op_grps about renames
* Only group by vars present in result

Fixes #1962. Fixes #2156.",2017-02-21,2016-01-01T19:08:00Z
hadley/dbplyr,eea1ecab075e664947415d165ae62c25ffa358e6,hadley,2017-02-21T19:08:00Z,"Improve grouped collects

* Teach op_grps about renames
* Only group by vars present in result

Fixes #1962. Fixes #2156.",2017-02-21,2016-01-01T19:08:00Z
tidyverse/dplyr,a35874a4f1c63de948744149d763c6828f145ed1,hadley,2017-02-21T16:48:31Z,"Improvements to SQL generation for joins

* Reduce use of subqueries. Fixes #2333
* Drop key vars from y. Fixes #2410",2017-02-21,2016-01-01T16:48:00Z
hadley/dbplyr,e14baacf847300ed89106e12f41a68f12150ba41,hadley,2017-02-21T16:48:31Z,"Improvements to SQL generation for joins

* Reduce use of subqueries. Fixes #2333
* Drop key vars from y. Fixes #2410",2017-02-21,2016-01-01T16:48:00Z
tidyverse/dplyr,33450b3e9352aca91a955a3fbc1dc68aeb923c18,hadley,2017-02-21T14:44:46Z,"Perform inline mutate for group_by.tbl_lazy

Fixes #2422",2017-02-21,2016-01-01T14:44:00Z
hadley/dbplyr,4e78f32646427fa6373066c5ed509b9d0578cd42,hadley,2017-02-21T14:44:46Z,"Perform inline mutate for group_by.tbl_lazy

Fixes #2422",2017-02-21,2016-01-01T14:44:00Z
tidyverse/dplyr,34423af89703b0772d59edcd0f3485295b629ab0,hadley,2017-02-21T14:24:35Z,"Use TRUE, not T

Closes #2168",2017-02-21,2016-01-01T14:24:00Z
hadley/dbplyr,17e064ffc32dbcf2611e30f5c19014e11fde1820,hadley,2017-02-21T14:24:35Z,"Use TRUE, not T

Closes #2168",2017-02-21,2016-01-01T14:24:00Z
tidyverse/dplyr,c8322004a6fb8c0cbc3b7cea220c4140492affe5,hadley,2017-02-21T14:23:26Z,"Remove unneded example

Closes #2179",2017-02-21,2016-01-01T14:23:00Z
hadley/dbplyr,c06931e0af632836695b6a4279d7e187d59d7f4e,hadley,2017-02-21T14:23:26Z,"Remove unneded example

Closes #2179",2017-02-21,2016-01-01T14:23:00Z
tidyverse/dplyr,b3b15ff95b09fa171f7f78e55376b18b7b639174,hadley,2017-02-21T14:21:50Z,Update documentation,2017-02-21,2016-01-01T14:21:00Z
tidyverse/dplyr,9a45bb73b251353c39314ed3bebbd9769dc8fde8,hadley,2017-02-21T14:19:34Z,"Throw error when using full join with MySQL

Fixes #2045",2017-02-21,2016-01-01T14:19:00Z
hadley/dbplyr,bd45e359f3b1bd909980904e5ec1849a9e5b6655,hadley,2017-02-21T14:19:34Z,"Throw error when using full join with MySQL

Fixes #2045",2017-02-21,2016-01-01T14:19:00Z
tidyverse/dplyr,25f209da7e7d188743bf61b44d0ce7c3bbac3894,hadley,2017-02-21T14:16:22Z,"Improvements to sql generation for set ops

Fixes #2270",2017-02-21,2016-01-01T14:16:00Z
hadley/dbplyr,838d85c1aa6976950aca5ab6689c28c64d390fdd,hadley,2017-02-21T14:16:22Z,"Improvements to sql generation for set ops

Fixes #2270",2017-02-21,2016-01-01T14:16:00Z
tidyverse/dplyr,291a14dddec7cbf7fe7aac990ccd037fb0bc0feb,hadley,2017-02-21T14:09:58Z,Namespace packageVersion,2017-02-21,2016-01-01T14:09:00Z
tidyverse/dplyr,8b7ec206566a27b12acc271c27914d3458df51a1,hadley,2017-02-21T13:39:52Z,Fix buglet in PostgreSQL src_desc,2017-02-21,2016-01-01T13:39:00Z
hadley/dbplyr,cd1fd676cd86aa3050349ad7992ebe3a93183c52,hadley,2017-02-21T13:39:52Z,Fix buglet in PostgreSQL src_desc,2017-02-21,2016-01-01T13:39:00Z
tidyverse/dplyr,92bb1097db523bc1a95c0cf06b9a87a57d420bd3,hadley,2017-02-21T13:15:23Z,"First collect ungrouped database dos

Fixes #2392",2017-02-21,2016-01-01T13:15:00Z
hadley/dbplyr,519ee07b0930dbe8a1c1b0931f22e48cb412f37c,hadley,2017-02-21T13:15:23Z,"First collect ungrouped database dos

Fixes #2392",2017-02-21,2016-01-01T13:15:00Z
tidyverse/dplyr,8adee4041b8fa9e440d9cdab37b4fa1c972a46b9,hadley,2017-02-21T13:12:33Z,"Work around failing test

@krlmlr not sure what's going on here, or why it doesn't fail on travis. Smells like a bug in all_equal but I don't have time to explore right now",2017-02-21,2016-01-01T13:12:00Z
hadley/dbplyr,42f57c3f73849f3270291a898928e8dc6386ed51,hadley,2017-02-21T13:12:33Z,"Work around failing test

krlmlr not sure what's going on here, or why it doesn't fail on travis. Smells like a bug in all_equal but I don't have time to explore right now",2017-02-21,2016-01-01T13:12:00Z
tidyverse/dplyr,4172c1c045303b3c90b59979f3c88fa17273513b,hadley,2017-02-20T23:56:44Z,"Check build and run time Rcpp

Fixes #2335",2017-02-20,2016-01-01T23:56:00Z
tidyverse/dplyr,0c500188c07b3aafba41ada2ea483c798e79f225,hadley,2017-02-20T23:53:30Z,"Better missing value generation for nth

Fixes #2029",2017-02-20,2016-01-01T23:53:00Z
hadley/dbplyr,367bb334711943d223dc42d5b55435869282f3ae,hadley,2017-02-20T23:53:30Z,"Better missing value generation for nth

Fixes #2029",2017-02-20,2016-01-01T23:53:00Z
tidyverse/dplyr,2fa6e7267f6631c45a86b8cf058565d815375ef4,hadley,2017-02-20T23:36:49Z,"Add better error message to common_by

Fixes #2091",2017-02-20,2016-01-01T23:36:00Z
hadley/dbplyr,27ff9568451ebee0b486f2780253965a4d3821da,hadley,2017-02-20T23:36:49Z,"Add better error message to common_by

Fixes #2091",2017-02-20,2016-01-01T23:36:00Z
tidyverse/dplyr,439e54d555d36d5ced1e723b1cbd6ad9278626d3,hadley,2017-02-20T23:30:56Z,"Preserve grouping in count()

Fixes #2021",2017-02-20,2016-01-01T23:30:00Z
hadley/dbplyr,d855490d60bef5576951f70ad0dbbbfb56793609,hadley,2017-02-20T23:30:56Z,"Preserve grouping in count()

Fixes #2021",2017-02-20,2016-01-01T23:30:00Z
tidyverse/dplyr,4996dd6b04c496884f857a60083de25f4ad4b8a5,hadley,2017-02-20T23:25:52Z,"Improvements to variable context

* Setter invisably returns previous value
* Throw error if not set

Fixes #2452",2017-02-20,2016-01-01T23:25:00Z
hadley/dbplyr,6e021a915cb2fe8be5c2eafc001653ad1274bb03,hadley,2017-02-20T23:25:52Z,"Improvements to variable context

* Setter invisably returns previous value
* Throw error if not set

Fixes #2452",2017-02-20,2016-01-01T23:25:00Z
tidyverse/dplyr,10f058aa1d3c39c8d5aa3969b0b0ee1c9848ea0d,hadley,2017-02-20T23:24:11Z,"Drop manual check for table existence

Fixes #1470",2017-02-20,2016-01-01T23:24:00Z
hadley/dbplyr,b03630027f95bb86f15a3a6f7b76159162d39416,hadley,2017-02-20T23:24:11Z,"Drop manual check for table existence

Fixes #1470",2017-02-20,2016-01-01T23:24:00Z
tidyverse/dplyr,3e3581c05929f1f90ce60595a92fd78beb441b87,hadley,2017-02-20T21:12:05Z,"Implement src_dbi

Mostly about removing a layer of abstraction between the src and con, with some mild simplification of op_base.

Fixes #2423",2017-02-20,2016-01-01T21:12:00Z
hadley/dbplyr,a717648bf05cad6e8c1738c3d1590e031e0ed2b1,hadley,2017-02-20T21:12:05Z,"Implement src_dbi

Mostly about removing a layer of abstraction between the src and con, with some mild simplification of op_base.

Fixes #2423",2017-02-20,2016-01-01T21:12:00Z
tidyverse/forcats,ca0f3ed21548ef79a2c66a8c22673fc9c00fae44,hadley,2017-02-20T16:43:56Z,Add release notes,2017-02-20,2016-01-01T16:43:00Z
tidyverse/forcats,1bf0ece809c0fad9a2ab1a2b0a441b3e461bc95f,hadley,2017-02-20T16:35:18Z,Update website,2017-02-20,2016-01-01T16:35:00Z
dsscollection/tidyflow,d2a4ab85bd10a6216cd14cfc8fe5e04569e319a4,hadley,2017-02-17T23:33:19Z,Honing paper,2017-02-17,2016-01-01T23:33:00Z
tidyverse/dplyr,0a66924b0ccc803e7aee311db9788de06363e4a0,hadley,2017-02-17T21:59:49Z,Add full license (as md),2017-02-17,2016-01-01T21:59:00Z
hadley/dbplyr,b0de71f4b0ca7b1fae6fb58887ac0b87ea3b5b74,hadley,2017-02-17T21:59:49Z,Add full license (as md),2017-02-17,2016-01-01T21:59:00Z
rstats-db/bigrquery,591939ab4bfda639edffa68dbe3a4575cdf26390,hadley,2017-02-17T21:57:14Z,Update roxygen,2017-02-17,2016-01-01T21:57:00Z
rstats-db/bigrquery,940436208117c07f0c5de38c442acdeb6d0e079d,hadley,2017-02-17T21:56:50Z,Mention license in DESCRIPTION,2017-02-17,2016-01-01T21:56:00Z
hadley/testthat,84493d1ac0c9497535d3503734d05df9bee6d9ab,hadley,2017-02-17T15:30:09Z,"Re-run tests with recent xml2

Fixes #570",2017-02-17,2016-01-01T15:30:00Z
hadley/testthat,6afcc031ce42e2212653bf4fdb3e9ec76cff58cd,hadley,2017-02-17T15:27:49Z,Update roxygen2,2017-02-17,2016-01-01T15:27:00Z
hadley/S3,cc80a04c548d6ec6583085ea26e4d2c3e1b28df6,hadley,2017-02-17T14:45:20Z,Flesh out factor a bit more,2017-02-17,2016-01-01T14:45:00Z
hadley/adv-r,de6968fe5b73a5432803512434cb5752b903bf65,hadley,2017-02-17T14:40:32Z,Start working on inheritance,2017-02-17,2016-01-01T14:40:00Z
hadley/adv-r,825306f96b623ff3f7a2be311bb5b26eed9efc6a,hadley,2017-02-17T14:10:14Z,Continue to polish method dispatch,2017-02-17,2016-01-01T14:10:00Z
hadley/S3,d77ed93724b20a2ccb34c910636701ca133cc06b,hadley,2017-02-17T13:50:05Z,Revert methods behaviour,2017-02-17,2016-01-01T13:50:00Z
hadley/S3,c29fe66d608a68b8211db95527bf21e6439215b2,hadley,2017-02-17T13:43:24Z,Make actual method more clear,2017-02-17,2016-01-01T13:43:00Z
hadley/S3,5b15445b80fe44b1c285e0a9099b0838f9147cad,hadley,2017-02-17T13:35:18Z,Rely on base R logic for method existence,2017-02-17,2016-01-01T13:35:00Z
tidyverse/dplyr,f89bea1c2a21baa1424c8c64322d82ff31cd5591,hadley,2017-02-16T21:02:10Z,"Add class def for grouped_df

Fixes #2276",2017-02-16,2016-01-01T21:02:00Z
hadley/dbplyr,c6d39297a0b0ae0dc6f2e084e210406e9aa815b0,hadley,2017-02-16T21:02:10Z,"Add class def for grouped_df

Fixes #2276",2017-02-16,2016-01-01T21:02:00Z
tidyverse/dplyr,095228105dad255321f41b3e046998b89416ceed,hadley,2017-02-16T20:40:01Z,Update news for new data,2017-02-16,2016-01-01T20:40:00Z
hadley/dbplyr,20901336d8f5b9cce239d2400d1deb377d662419,hadley,2017-02-16T20:40:01Z,Update news for new data,2017-02-16,2016-01-01T20:40:00Z
tidyverse/dplyr,ec64c5a99b356573495742041d332212832109ad,hadley,2017-02-16T16:32:03Z,"Add starwars dataset

#2094",2017-02-16,2016-01-01T16:32:00Z
hadley/dbplyr,19a78740756e8774b9feb96399505ca60724ff9d,hadley,2017-02-16T16:32:03Z,"Add starwars dataset

#2094",2017-02-16,2016-01-01T16:32:00Z
hadley/adv-r,1b53188f969d0e679f8d989f228ba9fc123b69b5,hadley,2017-02-16T15:12:54Z,More S3 wrangling,2017-02-16,2016-01-01T15:12:00Z
hadley/S3,0e79c80719d9907dff3ee37f95c1d76833479053,hadley,2017-02-16T14:45:19Z,Tweaks to implicit class,2017-02-16,2016-01-01T14:45:00Z
hadley/S3,f9b98c5e50fb9d41b44d2e326f29589489a9ca48,hadley,2017-02-16T14:30:32Z,"Rename implicit_class to s3_class

And correct internal generic dispatch matching",2017-02-16,2016-01-01T14:30:00Z
hadley/adv-r,c113a5f8a7b22838dee3d2ee6285a9713ee3d88d,hadley,2017-02-15T21:16:31Z,Remove internal misinformation,2017-02-15,2016-01-01T21:16:00Z
hadley/S3,cdc416c88dfc4d55e1fde6393a7bde44e58959d9,hadley,2017-02-15T21:08:44Z,"Teach s3_dispatch about group and intenral Generics

Fixes #3. Fixes #2.",2017-02-15,2016-01-01T21:08:00Z
hadley/adv-r,ef6b548ff549dd1a7f1f7b5f883e3fd2780b35cc,hadley,2017-02-15T18:57:10Z,More on S3,2017-02-15,2016-01-01T18:57:00Z
hadley/S3,80d77afbaee7fb15b2917f19e3516b24472f9ab1,hadley,2017-02-15T14:55:59Z,Pull out group generics into own function,2017-02-15,2016-01-01T14:55:00Z
hadley/S3,393e9fa7c42cf895654d74255803b8d2b3afdfea,hadley,2017-02-15T14:52:03Z,Demontrate S3 dispatch,2017-02-15,2016-01-01T14:52:00Z
hadley/S3,cce4cfca7ffc42f1f1b813ad2c6e2e6a8653109a,hadley,2017-02-15T14:25:52Z,Add implicit_class method,2017-02-15,2016-01-01T14:25:00Z
hadley/S3,e9394a1719fa805c4796403651d2870932932610,hadley,2017-02-15T14:20:39Z,Move over helpers from pryr,2017-02-15,2016-01-01T14:20:00Z
tidyverse/dplyr,55d826c208caca729156f218825f334b68f986dc,hadley,2017-02-14T23:53:33Z,"Use show_query in vignette

Closes #2122",2017-02-14,2016-01-01T23:53:00Z
hadley/dbplyr,7f1d1f86688ce2bb8c0ac621077b34eef94c8664,hadley,2017-02-14T23:53:33Z,"Use show_query in vignette

Closes #2122",2017-02-14,2016-01-01T23:53:00Z
tidyverse/dplyr,f4c8b49913963c923c2e8b34ec244795e2ad52e0,hadley,2017-02-14T23:46:23Z,"Better translation of %in%

Fixes #511",2017-02-14,2016-01-01T23:46:00Z
hadley/dbplyr,98a8ac4ec9336b6a25a5bb0bf8649c9ac3e2c0c5,hadley,2017-02-14T23:46:23Z,"Better translation of %in%

Fixes #511",2017-02-14,2016-01-01T23:46:00Z
tidyverse/dplyr,421b5696b04711816d96c60a1cd6a422badcb37d,hadley,2017-02-14T23:02:10Z,"Export more window helpers
And clean up the API a little bit

Fixes #2126",2017-02-14,2016-01-01T23:02:00Z
hadley/dbplyr,9a5c883acadadfcebfa0dd214b4b51a4d3372d7a,hadley,2017-02-14T23:02:10Z,"Export more window helpers
And clean up the API a little bit

Fixes #2126",2017-02-14,2016-01-01T23:02:00Z
tidyverse/dplyr,f41a18767154a7b6e4860f36b27efbaf799ec2d1,hadley,2017-02-14T22:39:53Z,"Export window function helpers

Fixes #2051",2017-02-14,2016-01-01T22:39:00Z
hadley/dbplyr,985fb2db2629f7c7a87f21c4a197ec10c47c153d,hadley,2017-02-14T22:39:53Z,"Export window function helpers

Fixes #2051",2017-02-14,2016-01-01T22:39:00Z
tidyverse/dplyr,34e0847d8e0923513fbc403d8626e1ccb46b3a33,hadley,2017-02-14T22:34:14Z,"Partial evaluate calls better

Fixes #2321",2017-02-14,2016-01-01T22:34:00Z
hadley/dbplyr,07c940f061c60a20c2c41dfe48ea3db764c18df6,hadley,2017-02-14T22:34:14Z,"Partial evaluate calls better

Fixes #2321",2017-02-14,2016-01-01T22:34:00Z
tidyverse/dplyr,5ea2b6113ee316bdda8a2e27d3992217267d780a,hadley,2017-02-14T22:21:50Z,"Match src_mysql argument names to dbConnect method

Fixes #1955",2017-02-14,2016-01-01T22:21:00Z
hadley/dbplyr,65ea98c109b5c15e73ecfdc73852917dd0fb785a,hadley,2017-02-14T22:21:50Z,"Match src_mysql argument names to dbConnect method

Fixes #1955",2017-02-14,2016-01-01T22:21:00Z
tidyverse/dplyr,d61baf36c92fb8a9f0137ca96db269269f310896,hadley,2017-02-14T22:10:42Z,"Use dbExecute where appropriate

Fixes #1912",2017-02-14,2016-01-01T22:10:00Z
hadley/dbplyr,9b60fa49a30cdfba67657202fc8d785da7081bb1,hadley,2017-02-14T22:10:42Z,"Use dbExecute where appropriate

Fixes #1912",2017-02-14,2016-01-01T22:10:00Z
tidyverse/dplyr,aa8428511aba3ab1b4e6a28bdff397a25e4b208d,hadley,2017-02-14T22:06:07Z,"Translate logical to integers

Fixes #2052",2017-02-14,2016-01-01T22:06:00Z
hadley/dbplyr,6b3cc52831e8498f617c2b69fa6a25f0f526bda9,hadley,2017-02-14T22:06:07Z,"Translate logical to integers

Fixes #2052",2017-02-14,2016-01-01T22:06:00Z
tidyverse/dplyr,2da63cbde6b8c3c53f9c8a73db4aa4f3cb4218e5,hadley,2017-02-14T22:00:48Z,"In lazy opts, partially evaluate immediately

Including API refinement of partial_vars() and translate_sql().

Fixes #2370",2017-02-14,2016-01-01T22:00:00Z
hadley/dbplyr,2c0372fee681b5729182a94b7fe48b2cf1fd10d3,hadley,2017-02-14T22:00:48Z,"In lazy opts, partially evaluate immediately

Including API refinement of partial_vars() and translate_sql().

Fixes #2370",2017-02-14,2016-01-01T22:00:00Z
tidyverse/dplyr,efcd2e7d50f94407459a24215a6bff2520bf8d57,hadley,2017-02-14T21:02:10Z,"Better test for is.wholenumber

Thanks to @lionel-

Fixes #2004",2017-02-14,2016-01-01T21:02:00Z
hadley/dbplyr,0eda8e597e3007c80f7aa5deefa4b5b07f93d34c,hadley,2017-02-14T21:02:10Z,"Better test for is.wholenumber

Thanks to lionel-

Fixes #2004",2017-02-14,2016-01-01T21:02:00Z
tidyverse/dplyr,2ae3605d72cfb68873397bd89017d32e52a5e229,hadley,2017-02-14T20:39:15Z,"Correct ifelse/if_else arg names in sql

Fixes #2225",2017-02-14,2016-01-01T20:39:00Z
hadley/dbplyr,4e69ee5f93d4ff87788f495791211ebeda626437,hadley,2017-02-14T20:39:15Z,"Correct ifelse/if_else arg names in sql

Fixes #2225",2017-02-14,2016-01-01T20:39:00Z
tidyverse/dplyr,a6ea410ecced3f209a57a761077bcfdcb96364b3,hadley,2017-02-14T20:35:29Z,"In SQL, log base comes first

Use algebraic identity for SQLite, which lacks two-argument log

Fixes #2288",2017-02-14,2016-01-01T20:35:00Z
hadley/dbplyr,48c4d54c185c8a8177911d2b9f9598397974320d,hadley,2017-02-14T20:35:29Z,"In SQL, log base comes first

Use algebraic identity for SQLite, which lacks two-argument log

Fixes #2288",2017-02-14,2016-01-01T20:35:00Z
tidyverse/dplyr,2e23ac41a85d8f56d110f84e821e439da03bb1b9,hadley,2017-02-14T20:09:36Z,"Add extra parens for is.na and is.null

Fixes #2302",2017-02-14,2016-01-01T20:09:00Z
hadley/dbplyr,db794440c25612561e32507cecb1f2cd41c79a9d,hadley,2017-02-14T20:09:36Z,"Add extra parens for is.na and is.null

Fixes #2302",2017-02-14,2016-01-01T20:09:00Z
tidyverse/dplyr,addb214812f2f45f189ad2061c96ea7920e4db7f,hadley,2017-02-14T20:03:03Z,"collect once again returns all rows

Fixes #1968",2017-02-14,2016-01-01T20:03:00Z
hadley/dbplyr,32e934d59ef0ebab136d713c6db35b71e669fb91,hadley,2017-02-14T20:03:03Z,"collect once again returns all rows

Fixes #1968",2017-02-14,2016-01-01T20:03:00Z
tidyverse/dplyr,38a3c1372f217eb4ae38b7526fed117c5161c86e,hadley,2017-02-14T19:39:19Z,Default to passwordless mysql install,2017-02-14,2016-01-01T19:39:00Z
tidyverse/dplyr,4ec6c711b7caaf49a50cef82a8d113b766dacd6b,hadley,2017-02-14T19:30:37Z,Only register test srcs once,2017-02-14,2016-01-01T19:30:00Z
hadley/dbplyr,342f2acc8f7c77bdaf18fe52bf5d0471e6eb4bbb,hadley,2017-02-14T19:30:37Z,Only register test srcs once,2017-02-14,2016-01-01T19:30:00Z
tidyverse/dplyr,8f35cd3387157ad6c3d5395b3bdc9f453842e2f8,hadley,2017-02-14T19:22:52Z,Use travis svg icon,2017-02-14,2016-01-01T19:22:00Z
hadley/dbplyr,6e29d2c6e8c743f5f94903922250efbcfc7fa9ed,hadley,2017-02-14T19:22:52Z,Use travis svg icon,2017-02-14,2016-01-01T19:22:00Z
tidyverse/dplyr,928053d6b7dae8a0e453099ddb15b34fc10d9827,hadley,2017-02-14T18:17:23Z,"Eliminate pkgapi for now

Because it depends on too many other dev packages",2017-02-14,2016-01-01T18:17:00Z
hadley/dbplyr,5dba93affb7f9cbb148643adcc227b647756b336,hadley,2017-02-14T18:17:23Z,"Eliminate pkgapi for now

Because it depends on too many other dev packages",2017-02-14,2016-01-01T18:17:00Z
tidyverse/dplyr,8955c99c1de4fd2944aa68f6a703a64c1c9ed571,hadley,2017-02-14T18:00:31Z,Remove out dated vagrant setup,2017-02-14,2016-01-01T18:00:00Z
hadley/dbplyr,c69e04f469ac151d48a5a99dd25f8ee508dc5090,hadley,2017-02-14T18:00:31Z,Remove out dated vagrant setup,2017-02-14,2016-01-01T18:00:00Z
tidyverse/dplyr,9537044c083ee91821b81769d0c0f42bb49f2fae,hadley,2017-02-14T18:00:15Z,Update database config,2017-02-14,2016-01-01T18:00:00Z
hadley/dbplyr,f50d5f8b53beb6fabd0c2c1143e9b1627ffaae88,hadley,2017-02-14T18:00:15Z,Update database config,2017-02-14,2016-01-01T18:00:00Z
tidyverse/dplyr,9d3c639151c8e343bb4b58997080b65a30d36a3e,hadley,2017-02-14T17:16:20Z,Add issue template,2017-02-14,2016-01-01T17:16:00Z
hadley/S3,be7ce8a6be660536df4bdd3a31fa54f0d627f2d6,hadley,2017-02-14T15:09:23Z,"More missing pieces

* Date() and POSIXct() helpers
* new_factor() and new_data.frame() constructors",2017-02-14,2016-01-01T15:09:00Z
hadley/adv-r,da33f01ce7fe46b166b21a445db35e64619c34d6,hadley,2017-02-14T15:00:53Z,Still MOAH S3,2017-02-14,2016-01-01T15:00:00Z
tidyverse/ggplot2,73e77b6c0889878882adbd57d706f689edbcba8c,hadley,2017-02-14T14:46:54Z,"More issue template tweaking

* Move to top-level
* Add to Rbuildignore",2017-02-14,2016-01-01T14:46:00Z
tidyverse/ggplot2,4ebcd9b5f1de400d44b23af8a6e0da04de3ed86b,hadley,2017-02-14T14:38:13Z,Tweak issue template,2017-02-14,2016-01-01T14:38:00Z
tidyverse/haven,4cb0d515bb77dcd5ec0f5ca5a0c15f34ab4da8c9,hadley,2017-02-13T15:43:51Z,"Update readstat

Fixes #271",2017-02-13,2016-01-01T15:43:00Z
hadley/adv-r,81132c4a953ccf420edcc095b4da44f3a1515e5a,hadley,2017-02-13T15:29:56Z,Continuing to rewrite S3,2017-02-13,2016-01-01T15:29:00Z
tidyverse/ggplot2,7492a55c12d10077bcb40bdd4b44c79ffeb0f54b,hadley,2017-02-13T15:14:01Z,"Disable oldrel testing

See #2042",2017-02-13,2016-01-01T15:14:00Z
tidyverse/ggplot2,5665e23709e396a2f0c90f42463041b491123d81,hadley,2017-02-13T14:39:48Z,Skip geom_sf in arg checking,2017-02-13,2016-01-01T14:39:00Z
